teacher_id,name,email,phone,max_periods_per_day,max_periods_per_week,subjects_qualified
TEACHER_123,Donald Scott,donald.scott@school.edu,+1-555-476-2882,6,30,"ART,FR"
TEACHER_124,Sandra Torres,sandra.torres@school.edu,+1-555-331-8030,6,30,"ENG,HIN"
TEACHER_125,Brian Flores,brian.flores@school.edu,+1-555-728-1430,6,30,"ART,SS"
TEACHER_126,Edward Moore,edward.moore@school.edu,+1-555-129-3955,6,30,"HIN,FR"
TEACHER_127,Sandra Martin,sandra.martin@school.edu,+1-555-447-6751,6,30,"MUS,ART"
TEACHER_128,John Lopez,john.lopez@school.edu,+1-555-990-3347,6,30,"FR,MUS"
TEACHER_129,Dorothy Sanchez,dorothy.sanchez@school.edu,+1-555-171-3324,6,30,"MATH,SCI"
TEACHER_130,Timothy Johnson,timothy.johnson@school.edu,+1-555-193-9691,6,30,"CS,FR"
TEACHER_131,Betty Harris,betty.harris@school.edu,+1-555-529-8432,6,30,"CS,FR"
TEACHER_132,Carol Hernandez,carol.hernandez@school.edu,+1-555-478-6105,6,30,"CS,PE"
TEACHER_133,Mark Torres,mark.torres@school.edu,+1-555-710-2391,6,30,"MUS,ART"
TEACHER_134,Sarah Martinez,sarah.martinez@school.edu,+1-555-261-1815,6,30,MUS
TEACHER_135,Nancy Garcia,nancy.garcia@school.edu,+1-555-378-8259,6,30,ART
TEACHER_136,Lisa Ramirez,lisa.ramirez@school.edu,+1-555-597-8242,6,30,"SS,MATH"
TEACHER_137,Paul Moore,paul.moore@school.edu,+1-555-320-9394,6,30,"ART,SS"
TEACHER_138,Jennifer Thompson,jennifer.thompson@school.edu,+1-555-540-2816,6,30,"SCI,SS"
TEACHER_139,Anthony Nguyen,anthony.nguyen@school.edu,+1-555-598-9633,6,30,"ART,FR"
TEACHER_140,Lisa Martin,lisa.martin@school.edu,+1-555-146-4612,6,30,"SCI,HIN"
TEACHER_141,Sharon Hill,sharon.hill@school.edu,+1-555-156-1125,6,30,"ART,PE"
TEACHER_142,Betty Martin,betty.martin@school.edu,+1-555-316-3248,6,30,"SCI,HIN"
TEACHER_143,Matthew Jackson,matthew.jackson@school.edu,+1-555-435-2965,6,30,"SS,MATH"
TEACHER_144,John Young,john.young@school.edu,+1-555-864-8055,6,30,"HIN,CS"
TEACHER_145,Nancy Rodriguez,nancy.rodriguez@school.edu,+1-555-489-9725,6,30,"HIN,PE"
TEACHER_146,Daniel Allen,daniel.allen@school.edu,+1-555-672-6802,6,30,"CS,SCI"
TEACHER_147,Michael Sanchez,michael.sanchez@school.edu,+1-555-982-1693,6,30,"CS,HIN"
TEACHER_148,Michelle Johnson,michelle.johnson@school.edu,+1-555-570-2275,6,30,"PE,SCI"
TEACHER_149,Mark Torres,mark.torres@school.edu,+1-555-539-7626,6,30,"SCI,PE"
TEACHER_150,Timothy Clark,timothy.clark@school.edu,+1-555-396-2887,6,30,"MUS,ENG"
TEACHER_151,Sharon Johnson,sharon.johnson@school.edu,+1-555-432-3815,6,30,"CS,ART"
TEACHER_152,Ronald Robinson,ronald.robinson@school.edu,+1-555-951-6928,6,30,"SS,ART"
TEACHER_153,Lisa Ramirez,lisa.ramirez@school.edu,+1-555-964-2734,6,30,"MUS,PE"
TEACHER_154,Helen Ramirez,helen.ramirez@school.edu,+1-555-703-7560,6,30,"MATH,FR"
TEACHER_155,Kevin Garcia,kevin.garcia@school.edu,+1-555-505-6083,6,30,"ART,SS"
TEACHER_156,Carol Anderson,carol.anderson@school.edu,+1-555-441-3754,6,30,"ART,CS"
TEACHER_157,Michael Allen,michael.allen@school.edu,+1-555-748-2868,6,30,"SS,PE"
TEACHER_158,Kevin Allen,kevin.allen@school.edu,+1-555-298-6724,6,30,"MATH,ART"
TEACHER_159,Donald Martinez,donald.martinez@school.edu,+1-555-341-2684,6,30,"FR,ENG"
TEACHER_160,Karen Taylor,karen.taylor@school.edu,+1-555-302-3842,6,30,SCI
TEACHER_161,Edward Martinez,edward.martinez@school.edu,+1-555-878-2234,6,30,"SCI,ENG"
TEACHER_162,Nancy Young,nancy.young@school.edu,+1-555-575-8354,6,30,"ART,ENG"
TEACHER_163,Nancy Torres,nancy.torres@school.edu,+1-555-758-6295,6,30,ART
TEACHER_164,Timothy Lee,timothy.lee@school.edu,+1-555-254-8205,6,30,"MATH,HIN"
TEACHER_165,Michael Walker,michael.walker@school.edu,+1-555-552-5961,6,30,"FR,CS"
TEACHER_166,Sandra Nguyen,sandra.nguyen@school.edu,+1-555-157-6766,6,30,"CS,SS"
TEACHER_167,Kimberly Jones,kimberly.jones@school.edu,+1-555-417-8565,6,30,"ART,CS"
TEACHER_168,Andrew Williams,andrew.williams@school.edu,+1-555-158-7041,6,30,"MATH,HIN"
TEACHER_169,Anthony Jones,anthony.jones@school.edu,+1-555-760-2479,6,30,"HIN,MATH"
TEACHER_170,Ronald Hill,ronald.hill@school.edu,+1-555-619-7299,6,30,"FR,ART"
TEACHER_171,Laura Nguyen,laura.nguyen@school.edu,+1-555-667-1672,6,30,"MUS,ART"
TEACHER_172,Andrew Torres,andrew.torres@school.edu,+1-555-767-4084,6,30,"ENG,HIN"
TEACHER_173,Mark Hill,mark.hill@school.edu,+1-555-587-9214,6,30,"SCI,PE"
TEACHER_174,Karen Brown,karen.brown@school.edu,+1-555-561-2695,6,30,ART
TEACHER_175,Carol Garcia,carol.garcia@school.edu,+1-555-616-3827,6,30,"SCI,HIN"
TEACHER_176,David Thomas,david.thomas@school.edu,+1-555-824-8172,6,30,"SS,FR"
TEACHER_177,Andrew King,andrew.king@school.edu,+1-555-635-3600,6,30,"CS,MUS"
TEACHER_178,Ruth White,ruth.white@school.edu,+1-555-389-7347,6,30,"ENG,MUS"
TEACHER_179,Paul Perez,paul.perez@school.edu,+1-555-795-1857,6,30,"MUS,SCI"
TEACHER_180,Timothy Perez,timothy.perez@school.edu,+1-555-167-6401,6,30,"SS,FR"
TEACHER_181,Robert Scott,robert.scott@school.edu,+1-555-794-7333,6,30,CS
TEACHER_182,Anthony Taylor,anthony.taylor@school.edu,+1-555-841-3463,6,30,"CS,SS"
TEACHER_183,Carol Garcia,carol.garcia@school.edu,+1-555-696-3317,6,30,"SS,ENG"
TEACHER_184,Donald Martin,donald.martin@school.edu,+1-555-771-7421,6,30,"SS,MATH"
TEACHER_185,William Hill,william.hill@school.edu,+1-555-825-2388,6,30,"CS,SS"
TEACHER_186,Donna Scott,donna.scott@school.edu,+1-555-485-6381,6,30,"FR,SS"
TEACHER_187,William King,william.king@school.edu,+1-555-195-7937,6,30,"ENG,PE"
TEACHER_188,Kimberly White,kimberly.white@school.edu,+1-555-118-6940,6,30,"SS,MATH"
TEACHER_189,Donna Lopez,donna.lopez@school.edu,+1-555-319-6598,6,30,"ENG,PE"
TEACHER_190,Kenneth Gonzalez,kenneth.gonzalez@school.edu,+1-555-331-3253,6,30,"HIN,MUS"
TEACHER_191,Karen Jones,karen.jones@school.edu,+1-555-402-2657,6,30,"CS,ART"
TEACHER_192,Kimberly Wright,kimberly.wright@school.edu,+1-555-955-9626,6,30,"MUS,ART"
TEACHER_193,David Perez,david.perez@school.edu,+1-555-997-3147,6,30,"HIN,SCI"
TEACHER_194,Edward Harris,edward.harris@school.edu,+1-555-257-3658,6,30,"HIN,SCI"
TEACHER_195,Nancy Flores,nancy.flores@school.edu,+1-555-928-3712,6,30,"SS,ENG"
TEACHER_196,Andrew Williams,andrew.williams@school.edu,+1-555-520-6968,6,30,"MATH,SS"
TEACHER_197,Nancy Thomas,nancy.thomas@school.edu,+1-555-554-5668,6,30,"MATH,CS"
TEACHER_198,Andrew Anderson,andrew.anderson@school.edu,+1-555-646-4918,6,30,"CS,HIN"
TEACHER_199,Donna Walker,donna.walker@school.edu,+1-555-955-4178,6,30,"CS,FR"
TEACHER_200,Ruth Torres,ruth.torres@school.edu,+1-555-551-8564,6,30,"CS,SCI"
TEACHER_201,Anthony Harris,anthony.harris@school.edu,+1-555-528-3655,6,30,"HIN,FR"
TEACHER_202,Christopher Hill,christopher.hill@school.edu,+1-555-153-8873,6,30,"SCI,CS"
TEACHER_203,Ruth Scott,ruth.scott@school.edu,+1-555-971-3042,6,30,"ENG,HIN"
TEACHER_204,Anthony Garcia,anthony.garcia@school.edu,+1-555-560-9410,6,30,"SCI,CS"
TEACHER_205,Karen Ramirez,karen.ramirez@school.edu,+1-555-936-8391,6,30,"ENG,SS"
TEACHER_206,Donald Johnson,donald.johnson@school.edu,+1-555-505-9224,6,30,"ART,MATH"
TEACHER_207,Ruth Thomas,ruth.thomas@school.edu,+1-555-483-4678,6,30,"ART,ENG"
TEACHER_208,Mary Lee,mary.lee@school.edu,+1-555-910-3392,6,30,"ENG,PE"
TEACHER_209,William Williams,william.williams@school.edu,+1-555-812-3273,6,30,"CS,MUS"
TEACHER_210,Joshua Lewis,joshua.lewis@school.edu,+1-555-181-1311,6,30,"FR,MATH"
TEACHER_211,Matthew Wilson,matthew.wilson@school.edu,+1-555-844-9647,6,30,"SCI,HIN"
TEACHER_212,Michelle Davis,michelle.davis@school.edu,+1-555-408-2996,6,30,"CS,SS"
TEACHER_213,Sarah Thomas,sarah.thomas@school.edu,+1-555-164-2816,6,30,"ART,MUS"
TEACHER_214,Kenneth Hill,kenneth.hill@school.edu,+1-555-747-9443,6,30,"HIN,MATH"
TEACHER_215,Dorothy Thomas,dorothy.thomas@school.edu,+1-555-539-1025,6,30,"SCI,CS"
TEACHER_216,Ronald Thompson,ronald.thompson@school.edu,+1-555-291-2402,6,30,"SS,ART"
TEACHER_217,Kevin White,kevin.white@school.edu,+1-555-657-9312,6,30,"ENG,HIN"
TEACHER_218,Kimberly Scott,kimberly.scott@school.edu,+1-555-994-8702,6,30,"MATH,ART"
TEACHER_219,David Harris,david.harris@school.edu,+1-555-865-1266,6,30,"PE,CS"
TEACHER_220,Donald Jones,donald.jones@school.edu,+1-555-850-2698,6,30,"PE,SS"
TEACHER_221,George Perez,george.perez@school.edu,+1-555-460-9945,6,30,"SCI,MATH"
TEACHER_222,Carol Lopez,carol.lopez@school.edu,+1-555-746-3986,6,30,"MUS,FR"
TEACHER_223,William Jones,william.jones@school.edu,+1-555-400-4302,6,30,"MUS,MATH"
TEACHER_224,David Gonzalez,david.gonzalez@school.edu,+1-555-417-9444,6,30,"MATH,PE"
TEACHER_225,Sharon Wright,sharon.wright@school.edu,+1-555-137-4131,6,30,"MUS,CS"
TEACHER_226,Anthony Thompson,anthony.thompson@school.edu,+1-555-379-3039,6,30,"MATH,PE"
TEACHER_227,Ruth Ramirez,ruth.ramirez@school.edu,+1-555-495-6554,6,30,"ART,MUS"
TEACHER_228,Nancy Young,nancy.young@school.edu,+1-555-916-9507,6,30,"MUS,PE"
TEACHER_229,Sandra Garcia,sandra.garcia@school.edu,+1-555-540-3956,6,30,"ART,ENG"
TEACHER_230,Deborah Jackson,deborah.jackson@school.edu,+1-555-181-6372,6,30,"PE,ENG"
