tt_generation_id,assignment_id,class_id,class_name,subject_code,subject_name,teacher_id,teacher_name,room_id,room_name,day,period,start_time,end_time,duration,period_type
TT_20250919_120829_4c651766,ASSIGN_0033,CLASS_001,Grade 6A,SS,Social Studies,TEACHER_034,Matthew Garcia,ROOM_006,Classroom 6,Friday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0034,CLASS_001,Grade 6A,SS,Social Studies,TEACHER_034,Matthew Garcia,ROOM_012,Classroom 12,Friday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0035,CLASS_001,Grade 6A,SS,Social Studies,TEACHER_034,Matthew Garcia,ROOM_012,Classroom 12,Friday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0036,CLASS_001,Grade 6A,HIN,Hindi,TEACHER_056,Brian Flores,ROOM_007,Classroom 7,Friday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0037,CLASS_001,Grade 6A,HIN,Hindi,TEACHER_056,Brian Flores,ROOM_022,Classroom 22,Friday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0038,CLASS_001,Grade 6A,FR,French,TEACHER_065,Daniel Sanchez,ROOM_009,Classroom 9,Friday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0039,CLASS_001,Grade 6A,ENG,English,TEACHER_005,Robert Ramirez,ROOM_023,Classroom 23,Friday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0040,CLASS_001,Grade 6A,SS,Social Studies,TEACHER_034,Matthew Garcia,ROOM_022,Classroom 22,Friday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0041,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_019,Classroom 19,Monday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0042,CLASS_002,Grade 6B,ART,Art,TEACHER_027,Steven Perez,ROOM_013,Classroom 13,Monday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0043,CLASS_002,Grade 6B,MUS,Music,TEACHER_076,William Moore,ROOM_012,Classroom 12,Monday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0044,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_004,Chemistry Lab 4,Monday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0045,CLASS_002,Grade 6B,FR,French,TEACHER_047,Michelle White,ROOM_005,Classroom 5,Monday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0046,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_009,PE Hall 9,Monday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0047,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_016,Classroom 16,Monday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0048,CLASS_002,Grade 6B,MUS,Music,TEACHER_076,William Moore,ROOM_003,Classroom 3,Monday,8,16:00,17:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0049,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_025,Classroom 25,Tuesday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0050,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_001,Science Lab 1,Tuesday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0051,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_002,Computer Lab 2,Tuesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0052,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_003,Physics Lab 3,Tuesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0053,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_021,Classroom 21,Tuesday,5,13:00,14:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0054,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_006,Classroom 6,Tuesday,6,14:00,15:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0055,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_022,Classroom 22,Tuesday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0056,CLASS_002,Grade 6B,FR,French,TEACHER_047,Michelle White,ROOM_014,Classroom 14,Tuesday,8,16:00,17:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0057,CLASS_002,Grade 6B,ART,Art,TEACHER_027,Steven Perez,ROOM_020,Classroom 20,Wednesday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0058,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_003,Classroom 3,Wednesday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0059,CLASS_002,Grade 6B,FR,French,TEACHER_047,Michelle White,ROOM_013,Classroom 13,Wednesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0060,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_007,Art Studio 7,Wednesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0061,CLASS_002,Grade 6B,MUS,Music,TEACHER_076,William Moore,ROOM_020,Classroom 20,Wednesday,5,13:00,14:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0062,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_015,Classroom 15,Wednesday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0063,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_017,Classroom 17,Wednesday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0064,CLASS_002,Grade 6B,HIN,Hindi,TEACHER_021,Betty Clark,ROOM_009,Classroom 9,Wednesday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0065,CLASS_002,Grade 6B,ART,Art,TEACHER_027,Steven Perez,ROOM_018,Classroom 18,Thursday,1,9:00,10:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0066,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_001,Science Lab 1,Thursday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0067,CLASS_002,Grade 6B,FR,French,TEACHER_047,Michelle White,ROOM_022,Classroom 22,Thursday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0068,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_002,Computer Lab 2,Thursday,4,12:00,13:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0069,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_022,Classroom 22,Thursday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0070,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_009,PE Hall 9,Thursday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0071,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_005,Biology Lab 5,Thursday,7,15:00,16:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0072,CLASS_002,Grade 6B,SCI,Science,TEACHER_084,Lisa Thomas,LAB_006,Language Lab 6,Thursday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0073,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_004,Classroom 4,Friday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0074,CLASS_002,Grade 6B,ART,Art,TEACHER_027,Steven Perez,ROOM_010,Classroom 10,Friday,2,10:00,11:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0075,CLASS_002,Grade 6B,FR,French,TEACHER_047,Michelle White,ROOM_014,Classroom 14,Friday,3,11:00,12:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0076,CLASS_002,Grade 6B,MUS,Music,TEACHER_076,William Moore,ROOM_006,Classroom 6,Friday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0077,CLASS_002,Grade 6B,MATH,Mathematics,TEACHER_086,Kimberly Harris,ROOM_015,Classroom 15,Friday,5,13:00,14:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0078,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_001,Science Lab 1,Friday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0079,CLASS_002,Grade 6B,CS,Computer Science,TEACHER_073,George Jackson,LAB_005,Biology Lab 5,Friday,7,15:00,16:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0080,CLASS_002,Grade 6B,ART,Art,TEACHER_027,Steven Perez,ROOM_017,Classroom 17,Friday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0081,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_023,Classroom 23,Monday,1,9:00,10:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0082,CLASS_003,Grade 6C,ART,Art,TEACHER_104,George Taylor,ROOM_010,Classroom 10,Monday,2,10:00,11:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0083,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_013,Classroom 13,Monday,3,11:00,12:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0084,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_006,Language Lab 6,Monday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0085,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_008,Music Room 8,Monday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0086,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_009,PE Hall 9,Monday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0087,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_015,Classroom 15,Monday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0088,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_004,Classroom 4,Monday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0089,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_008,Classroom 8,Tuesday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0090,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_004,Chemistry Lab 4,Tuesday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0091,CLASS_003,Grade 6C,ART,Art,TEACHER_104,George Taylor,ROOM_003,Classroom 3,Tuesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0092,CLASS_003,Grade 6C,PE,Physical Education,TEACHER_022,Brian Harris,ROOM_011,Classroom 11,Tuesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0093,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_001,Classroom 1,Tuesday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0094,CLASS_003,Grade 6C,ART,Art,TEACHER_104,George Taylor,ROOM_019,Classroom 19,Tuesday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0095,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_018,Classroom 18,Tuesday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0096,CLASS_003,Grade 6C,ART,Art,TEACHER_104,George Taylor,ROOM_008,Classroom 8,Tuesday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0097,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_019,Classroom 19,Wednesday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0098,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_004,Chemistry Lab 4,Wednesday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0099,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_001,Classroom 1,Wednesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0100,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_002,Computer Lab 2,Wednesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0101,CLASS_003,Grade 6C,PE,Physical Education,TEACHER_022,Brian Harris,ROOM_023,Classroom 23,Wednesday,5,13:00,14:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0102,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_001,Science Lab 1,Wednesday,6,14:00,15:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0103,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_008,Classroom 8,Wednesday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0104,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_002,Computer Lab 2,Wednesday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0105,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_002,Classroom 2,Thursday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0106,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_011,Classroom 11,Thursday,2,10:00,11:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0107,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_002,Computer Lab 2,Thursday,3,11:00,12:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0108,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_017,Classroom 17,Thursday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0109,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_008,Classroom 8,Thursday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0110,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_005,Biology Lab 5,Thursday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0111,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_022,Classroom 22,Thursday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0112,CLASS_003,Grade 6C,PE,Physical Education,TEACHER_022,Brian Harris,ROOM_016,Classroom 16,Thursday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0113,CLASS_003,Grade 6C,SCI,Science,TEACHER_078,Edward Young,LAB_004,Chemistry Lab 4,Friday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0114,CLASS_003,Grade 6C,PE,Physical Education,TEACHER_022,Brian Harris,ROOM_018,Classroom 18,Friday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0115,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_005,Classroom 5,Friday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0116,CLASS_003,Grade 6C,HIN,Hindi,TEACHER_010,Andrew Flores,ROOM_024,Classroom 24,Friday,4,12:00,13:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0117,CLASS_003,Grade 6C,MATH,Mathematics,TEACHER_059,Matthew Perez,ROOM_019,Classroom 19,Friday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0118,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_010,Library 10,Friday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0119,CLASS_003,Grade 6C,CS,Computer Science,TEACHER_010,Andrew Flores,LAB_008,Music Room 8,Friday,7,15:00,16:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0120,CLASS_003,Grade 6C,ENG,English,TEACHER_042,James Martin,ROOM_008,Classroom 8,Friday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0121,CLASS_004,Grade 6D,SS,Social Studies,TEACHER_049,Sarah Miller,ROOM_003,Classroom 3,Monday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0122,CLASS_004,Grade 6D,SS,Social Studies,TEACHER_049,Sarah Miller,ROOM_025,Classroom 25,Monday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0123,CLASS_004,Grade 6D,ART,Art,TEACHER_041,James Hill,ROOM_008,Classroom 8,Monday,3,11:00,12:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0124,CLASS_004,Grade 6D,ART,Art,TEACHER_041,James Hill,ROOM_006,Classroom 6,Monday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0125,CLASS_004,Grade 6D,CS,Computer Science,TEACHER_029,Mary Sanchez,LAB_007,Art Studio 7,Monday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0126,CLASS_004,Grade 6D,MATH,Mathematics,TEACHER_054,Mark Thomas,ROOM_016,Classroom 16,Monday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0127,CLASS_004,Grade 6D,MATH,Mathematics,TEACHER_054,Mark Thomas,ROOM_016,Classroom 16,Monday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0128,CLASS_004,Grade 6D,ENG,English,TEACHER_094,Timothy Robinson,ROOM_007,Classroom 7,Monday,8,16:00,17:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0129,CLASS_004,Grade 6D,MATH,Mathematics,TEACHER_054,Mark Thomas,ROOM_013,Classroom 13,Tuesday,1,9:00,10:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0130,CLASS_004,Grade 6D,SCI,Science,TEACHER_086,Kimberly Harris,LAB_001,Science Lab 1,Tuesday,2,10:00,11:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0131,CLASS_004,Grade 6D,SCI,Science,TEACHER_086,Kimberly Harris,LAB_003,Physics Lab 3,Tuesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0132,CLASS_004,Grade 6D,ART,Art,TEACHER_041,James Hill,ROOM_013,Classroom 13,Tuesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0133,CLASS_004,Grade 6D,MATH,Mathematics,TEACHER_054,Mark Thomas,ROOM_001,Classroom 1,Tuesday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0134,CLASS_004,Grade 6D,MATH,Mathematics,TEACHER_054,Mark Thomas,ROOM_013,Classroom 13,Tuesday,6,14:00,15:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0135,CLASS_004,Grade 6D,CS,Computer Science,TEACHER_029,Mary Sanchez,LAB_005,Biology Lab 5,Tuesday,7,15:00,16:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0136,CLASS_004,Grade 6D,SS,Social Studies,TEACHER_049,Sarah Miller,ROOM_015,Classroom 15,Tuesday,8,16:00,17:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0137,CLASS_004,Grade 6D,SCI,Science,TEACHER_086,Kimberly Harris,LAB_005,Biology Lab 5,Wednesday,1,9:00,10:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0138,CLASS_004,Grade 6D,ENG,English,TEACHER_094,Timothy Robinson,ROOM_014,Classroom 14,Wednesday,2,10:00,11:00,60,extra_subject
TT_20250919_120829_4c651766,ASSIGN_0139,CLASS_004,Grade 6D,SS,Social Studies,TEACHER_049,Sarah Miller,ROOM_023,Classroom 23,Wednesday,3,11:00,12:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0140,CLASS_004,Grade 6D,MUS,Music,TEACHER_096,Michelle Davis,ROOM_024,Classroom 24,Wednesday,4,12:00,13:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0141,CLASS_004,Grade 6D,SS,Social Studies,TEACHER_049,Sarah Miller,ROOM_018,Classroom 18,Wednesday,5,13:00,14:00,60,subject
TT_20250919_120829_4c651766,ASSIGN_0142,CLASS_004,Grade 6D,CS,Computer Science,TEACHER_029,Mary Sanchez,LAB_008,Music Room 8,Wednesday,6,14:00,15:00,60,extra_subject
